User ID,Device Model,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class,Location Type,Location,Nama,Email,Handphone,Login Hour,Year Birth,Digital Interest,Address
550,Samsung Galaxy S21,Android,172,4.0,1047,32,508,21,Female,2,Cafe,Stay Kopi Kopia,Natalia Fujiati,nataliafujiati550@gmail.com,088928922295,13,2003,streaming video,"Gang Waringin No. 045, Tangerang, 23147"
551,Xiaomi Mi 11,Android,455,6.2,1984,72,1287,42,Male,4,Cafe,Ali Kopi Roastery Free Wifi,Gatot Wibisono,gatotwibisono551@protonmail.com,088801586954,2,1982,e-commerce,"Jalan Pasir Koja No. 50, Bogor, 47141"
552,Samsung Galaxy S21,Android,157,2.5,1110,30,373,37,Female,2,Office,Conclave Arteri,Makuta Winarsih,makutawinarsih552@aol.com,083809837678,17,1987,streaming video,"Jl. M.H Thamrin No. 192, Bekasi, 43093"
553,iPhone 12,iOS,173,3.8,605,23,583,32,Male,2,Cafe,Tuwuh Treats Bintaro,Karman Wulandari,karmanwulandari553@gmail.com,082365826844,24,1992,streaming video,"Jalan K.H. Wahid Hasyim No. 465, Jakarta Timur, 59757"
554,Samsung Galaxy S21,Android,405,7.3,2082,75,1162,37,Female,4,Cafe,Bukan Ruang,"Drs. Hari Simanjuntak, S.I.Kom",drs.harisimanjuntaks.i.kom554@gmail.com,088157371454,3,1987,e-commerce,"Gg. W.R. Supratman No. 84, Tangerang Selatan, 73933"
555,iPhone 12,iOS,387,6.6,2168,61,1246,19,Female,4,Office,Gedung Cyber,"Rafi Setiawan, M.Ak",rafisetiawanm.ak555@gmail.com,082159011132,21,2005,e-commerce,"Jl. Kendalsari No. 1, Bekasi, 81509"
556,Xiaomi Mi 11,Android,201,4.9,1633,41,972,32,Female,3,Restaurant,Warung Tekko Kramat Jati,Yono Waluyo,yonowaluyo556@gmail.com,082164589586,12,1992,news,"Gang Rumah Sakit No. 90, Jakarta Barat, 86261"
557,iPhone 12,iOS,142,3.5,625,25,370,40,Female,2,Restaurant,Warung Tekko Artha Gading,"Tgk. Hari Pradana, S.Gz",tgk.haripradanas.gz557@outlook.com,089942711436,15,1984,streaming video,"Jalan Tubagus Ismail No. 366, Jakarta Utara, 07082"
558,Samsung Galaxy S21,Android,198,4.2,1392,43,640,27,Male,3,Cafe,The Post Coffee and Eatery,"Salwa Suryatmi, M.Pd",salwasuryatmim.pd558@aol.com,089747245772,1,1997,news,"Gg. Ciumbuleuit No. 85, Tangerang, 27644"
559,Google Pixel 5,Android,361,7.6,2037,65,1056,55,Male,4,Cafe,Tujuhari Coffee,Ella Hakim,ellahakim559@outlook.com,088276358915,3,1969,e-commerce,"Jl. Dipenogoro No. 611, Jakarta Timur, 21944"
560,OnePlus 9,Android,553,11.6,2914,81,1860,47,Male,5,Cafe,Kopikalyan Wijaya,Cinta Mayasari,cintamayasari560@gmail.com,085777908589,16,1977,other,"Gg. Kebonjati No. 28, Jakarta Barat, 19662"
561,Samsung Galaxy S21,Android,408,6.2,2245,69,1103,38,Female,4,Cafe,Kopikalyan Wijaya,"Yani Suryatmi, S.Ked",yanisuryatmis.ked561@gmail.com,082245422223,24,1986,e-commerce,"Jl. Sentot Alibasa No. 89, Tangerang Selatan, 10789"
562,Xiaomi Mi 11,Android,121,2.1,1188,21,578,18,Male,2,Compound Space,JEC Kedoya,"dr. Rika Maheswara, M.Ak",dr.rikamaheswaram.ak562@gmail.com,085798664979,8,2006,streaming video,"Gg. Rungkut Industri No. 81, Jakarta Utara, 37845"
563,Google Pixel 5,Android,71,1.4,508,15,265,33,Female,1,Cafe,Bleu Coffee and Space,Ayu Sihotang,ayusihotang563@yahoo.com,085904681358,14,1991,sosmed,"Jl. Pelajar Pejuang No. 365, Depok, 98999"
564,iPhone 12,iOS,46,1.6,440,10,265,31,Male,1,Cafe,Kopi Bojo Plaza Kuningan,Zelaya Santoso,zelayasantoso564@gmail.com,085388437493,2,1993,sosmed,"Jalan Peta No. 613, Depok, 34138"
565,Xiaomi Mi 11,Android,290,4.4,1272,55,910,44,Male,3,Restaurant,Warung Tekko Kemang,Karen Pertiwi,karenpertiwi565@outlook.com,085606078514,9,1980,news,"Gang Stasiun Wonokromo No. 389, Bogor, 52867"
566,Samsung Galaxy S21,Android,60,1.3,462,15,296,40,Male,1,Office,Menara Satu,"Drs. Tina Simanjuntak, S.Farm",drs.tinasimanjuntaks.farm566@yahoo.com,087783034352,9,1984,sosmed,"Jl. Pasirkoja No. 021, Tangerang Selatan, 97122"
567,Google Pixel 5,Android,116,3.9,1132,26,498,35,Female,2,Office,Menara Satu,Ophelia Santoso,opheliasantoso567@gmail.com,088554560034,20,1989,streaming video,"Jalan Ciumbuleuit No. 42, Jakarta Barat, 98402"
568,OnePlus 9,Android,86,1.7,312,16,227,32,Male,1,Restaurant,Sliced Terogong,"Dr. Rina Pratama, M.Ak",dr.rinapratamam.ak568@gmail.com,085765411790,22,1992,sosmed,"Gg. Siliwangi No. 4, Jakarta Pusat, 60138"
569,Google Pixel 5,Android,291,5.3,1537,43,700,49,Female,3,Compound Space,JEC Kedoya,"Intan Lazuardi, S.IP",intanlazuardis.ip569@mail.com,088474197025,22,1975,news,"Gg. Cihampelas No. 4, Jakarta Pusat, 54540"
570,Google Pixel 5,Android,404,6.6,2181,77,1327,18,Male,4,Cafe,Kedai Sinau,"H. Cemeti Zulaika, M.Kom.",h.cemetizulaikam.kom.570@gmail.com,082361968704,16,2006,e-commerce,"Jalan Dr. Djunjunan No. 913, Tangerang Selatan, 25708"
571,OnePlus 9,Android,441,7.1,1928,74,1421,57,Male,4,Cafe,Warung Fotkop,Ophelia Hastuti,opheliahastuti571@outlook.com,081257816884,10,1967,e-commerce,"Jalan Stasiun Wonokromo No. 039, Jakarta Barat, 85878"
572,Google Pixel 5,Android,444,6.1,2229,73,1194,25,Female,4,Restaurant,Ramen Ya! Kota Kasablanka Lt.UG,Dina Rahimah,dinarahimah572@aol.com,088127689421,11,1999,e-commerce,"Jl. Otto Iskandardinata No. 273, Jakarta Selatan, 62035"
573,OnePlus 9,Android,211,5.9,1757,42,864,56,Female,3,Cafe,Suasana Kopi Gandaria,Karna Simanjuntak,karnasimanjuntak573@gmail.com,081786335579,5,1968,news,"Jalan Stasiun Wonokromo No. 509, Tangerang, 54933"
574,Samsung Galaxy S21,Android,537,9.1,2858,86,2158,22,Male,5,Transportation,Koridor 01 Halte Karet,"Ade Yuliarti, S.IP",adeyuliartis.ip574@yahoo.com,088842622078,14,2002,other,"Jalan M.H Thamrin No. 49, Jakarta Timur, 23520"
575,Xiaomi Mi 11,Android,519,10.9,2571,93,2163,47,Female,5,Restaurant,Ramen Ten 10 Kramat Jati,Luthfi Salahudin,luthfisalahudin575@gmail.com,081853836839,12,1977,other,"Gg. Dipatiukur No. 230, Tangerang, 49264"
576,Samsung Galaxy S21,Android,94,3.5,606,30,446,49,Male,2,Cafe,Kataloji Coffee & Eatery,Lili Siregar,lilisiregar576@outlook.com,085174643555,5,1975,streaming video,"Gg. Kebonjati No. 658, Tangerang Selatan, 55523"
577,Google Pixel 5,Android,554,10.3,2776,83,1606,34,Female,5,Cafe,Stay Kopi Kopia,Violet Pangestu,violetpangestu577@protonmail.com,085646089452,8,1990,other,"Gang Tubagus Ismail No. 8, Tangerang Selatan, 71590"
578,iPhone 12,iOS,381,7.5,2216,66,1291,37,Female,4,Restaurant,Ramen Ya! Kota Kasablanka Lt.UG,Purwanto Laksita,purwantolaksita578@aol.com,085226608851,1,1987,e-commerce,"Gang Dr. Djunjunan No. 6, Jakarta Pusat, 31875"
579,OnePlus 9,Android,257,6.0,1715,49,916,40,Female,3,Transportation,Koridor 01 Halte Tosari,R. Gilda Yuniar,r.gildayuniar579@gmail.com,088450884807,8,1984,news,"Jalan Monginsidi No. 17, Jakarta Pusat, 73091"
580,Samsung Galaxy S21,Android,47,1.1,532,18,122,36,Male,1,Restaurant,Kintaro Sushi PIK,Purwa Agustina,purwaagustina580@gmail.com,087832096091,19,1988,sosmed,"Jalan Gegerkalong Hilir No. 3, Jakarta Barat, 69098"
581,iPhone 12,iOS,527,10.0,2430,82,1737,27,Female,5,Compound Space,Galeri Lafayette,Laras Sihombing,larassihombing581@gmail.com,088666159048,19,1997,other,"Jl. Veteran No. 982, Bogor, 46911"
582,Samsung Galaxy S21,Android,148,2.7,625,34,416,27,Male,2,Office,Gedung Cyber,Yusuf Salahudin,yusufsalahudin582@outlook.com,085643554737,9,1997,streaming video,"Jl. Raya Setiabudhi No. 69, Jakarta Timur, 09911"
583,iPhone 12,iOS,191,5.7,1414,53,991,19,Female,3,Cafe,Warung Fotkop,"Dacin Pertiwi, S.Ked",dacinpertiwis.ked583@protonmail.com,088596221695,23,2005,news,"Jl. HOS. Cokroaminoto No. 5, Jakarta Timur, 39620"
584,Google Pixel 5,Android,71,1.9,571,10,117,43,Female,1,Office,Graha Aruna,Prima Marpaung,primamarpaung584@gmail.com,087784726775,19,1981,sosmed,"Jalan Kebonjati No. 91, Jakarta Barat, 62759"
585,OnePlus 9,Android,73,1.3,538,19,175,30,Female,1,Office,Harton Tower,"R.M. Jumadi Hutapea, M.TI.",r.m.jumadihutapeam.ti.585@yahoo.com,081249497856,15,1994,sosmed,"Jalan Rajiman No. 91, Jakarta Pusat, 72435"
586,OnePlus 9,Android,149,3.1,1191,28,563,29,Male,2,Office,Kantor PC 24,Najwa Hutasoit,najwahutasoit586@yahoo.com,089742994924,12,1995,streaming video,"Jalan Rumah Sakit No. 19, Tangerang, 99713"
587,Xiaomi Mi 11,Android,197,4.4,1665,44,608,43,Female,3,Cafe,Liberica Cilandak Town Square,Galih Adriansyah,galihadriansyah587@gmail.com,082317274132,12,1981,news,"Gang Sukabumi No. 050, Jakarta Utara, 06668"
588,Samsung Galaxy S21,Android,328,6.1,1975,72,1101,24,Male,4,Restaurant,Sliced Terogong,"Drs. Bakijan Maryadi, S.E.I",drs.bakijanmaryadis.e.i588@gmail.com,088600049208,6,2000,e-commerce,"Jl. Rungkut Industri No. 597, Jakarta Selatan, 51057"
589,OnePlus 9,Android,424,7.5,1995,75,1228,36,Male,4,Cafe,The Post Coffee and Eatery,R.A. Queen Handayani,r.a.queenhandayani589@outlook.com,087751284159,24,1988,e-commerce,"Gg. Abdul Muis No. 22, Jakarta Selatan, 36841"
590,Samsung Galaxy S21,Android,111,3.6,627,26,464,39,Female,2,Transportation,Stasiun Blok M BCA,"Kiandra Kuswandari, S.H.",kiandrakuswandaris.h.590@protonmail.com,085116021260,15,1985,streaming video,"Gang Astana Anyar No. 196, Jakarta Utara, 38536"
591,Samsung Galaxy S21,Android,159,3.7,630,33,575,30,Male,2,Restaurant,Warung Tekko Artha Gading,Nurul Hassanah,nurulhassanah591@aol.com,088141149530,7,1994,streaming video,"Jl. Veteran No. 6, Jakarta Selatan, 01781"
592,Google Pixel 5,Android,580,11.5,2767,84,2341,36,Female,5,Cafe,Tujuhari Coffee,"Cengkir Lazuardi, S.Ked",cengkirlazuardis.ked592@gmail.com,085164896674,14,1988,other,"Jl. Ronggowarsito No. 6, Tangerang, 15890"
593,Samsung Galaxy S21,Android,379,7.7,1809,64,1050,22,Female,4,Office,Menara Satu,Wulan Andriani,wulanandriani593@yahoo.com,088520697613,10,2002,e-commerce,"Gang Tubagus Ismail No. 6, Jakarta Barat, 77266"
594,Samsung Galaxy S21,Android,217,4.2,1500,42,677,26,Female,3,Office,Menara Satu,Ir. Dirja Hastuti,ir.dirjahastuti594@outlook.com,081603541726,15,1998,news,"Jalan Otto Iskandardinata No. 9, Jakarta Utara, 83861"
595,Xiaomi Mi 11,Android,447,6.3,1959,63,1441,48,Male,4,Restaurant,Ramen Ya! Kota Kasablanka Lt.UG,drg. Jinawi Latupono,drg.jinawilatupono595@gmail.com,081591466628,15,1976,e-commerce,"Gang Rawamangun No. 4, Jakarta Selatan, 80929"
596,OnePlus 9,Android,512,10.5,2538,82,1694,41,Male,5,Office,Conclave Arteri,"Slamet Puspita, S.E.",slametpuspitas.e.596@aol.com,081807330505,10,1983,other,"Jalan Sukabumi No. 05, Tangerang, 37007"
597,Xiaomi Mi 11,Android,511,10.8,2529,91,2387,21,Male,5,Restaurant,Sambalado,"R. Dinda Lestari, S.Kom",r.dindalestaris.kom597@gmail.com,089751856491,11,2003,other,"Jalan Kebonjati No. 9, Tangerang, 88402"
598,OnePlus 9,Android,140,2.5,825,31,347,59,Male,2,Restaurant,Ramen Ya! Kota Kasablanka Lt.UG,"Rahmi Farida, S.Gz",rahmifaridas.gz598@yahoo.com,083896421832,14,1965,streaming video,"Gg. Rungkut Industri No. 924, Jakarta Barat, 78998"
599,Samsung Galaxy S21,Android,114,3.0,1131,31,596,28,Male,2,Transportation,Koridor 01 Halte Monumen Nasional,Nilam Pradana,nilampradana599@outlook.com,085625695811,20,1996,streaming video,"Jalan R.E Martadinata No. 3, Jakarta Barat, 03027"
600,Samsung Galaxy S21,Android,192,4.3,1382,42,905,47,Female,3,Cafe,Bukan Ruang,Mitra Kurniawan,mitrakurniawan600@outlook.com,088779478107,23,1977,news,"Jl. Rungkut Industri No. 8, Jakarta Utara, 14367"
601,iPhone 12,iOS,325,6.0,2244,70,1296,30,Female,4,Cafe,Bleu Coffee and Space,Samiah Latupono,samiahlatupono601@gmail.com,082116905590,10,1994,e-commerce,"Gg. Abdul Muis No. 908, Bekasi, 06003"
602,OnePlus 9,Android,83,1.2,545,15,284,44,Male,1,Restaurant,Satoru,"Ir. Restu Lestari, S.Psi",ir.restulestaris.psi602@gmail.com,085627786663,3,1980,sosmed,"Jl. Jend. A. Yani No. 7, Jakarta Utara, 91544"
603,OnePlus 9,Android,122,3.0,922,32,373,43,Male,2,Cafe,Tujuhari Coffee,Wawan Dongoran,wawandongoran603@mail.com,088802698047,15,1981,streaming video,"Gg. Gardujati No. 341, Jakarta Utara, 72269"
604,OnePlus 9,Android,138,2.1,660,22,424,41,Female,2,Restaurant,Warung Tekko Pluit Village,"Caraka Mahendra, S.Ked",carakamahendras.ked604@gmail.com,088732967555,7,1983,streaming video,"Gang R.E Martadinata No. 52, Jakarta Selatan, 47541"
605,OnePlus 9,Android,182,5.3,1278,42,885,54,Female,3,Office,HTS Net,Tira Megantara,tiramegantara605@gmail.com,081409773701,19,1970,news,"Jl. Siliwangi No. 462, Jakarta Utara, 63934"
606,OnePlus 9,Android,425,6.0,1928,72,1150,53,Female,4,Restaurant,Sliced Terogong,"Drs. Eka Prastuti, S.Pd",drs.ekaprastutis.pd606@yahoo.com,081355160383,15,1971,e-commerce,"Jl. Pasteur No. 593, Jakarta Barat, 29493"
607,OnePlus 9,Android,580,10.4,2496,81,2441,37,Female,5,Cafe,Think Coffee Club,Agus Riyanti,agusriyanti607@gmail.com,085303635830,1,1987,other,"Gg. Kiaracondong No. 03, Jakarta Pusat, 33413"
608,Xiaomi Mi 11,Android,203,4.0,1323,56,787,21,Male,3,Cafe,Pard Coffee,Atma Sihombing,atmasihombing608@gmail.com,085891287416,17,2003,news,"Jalan Stasiun Wonokromo No. 16, Tangerang Selatan, 72028"
609,Xiaomi Mi 11,Android,258,4.9,1596,56,937,40,Female,3,Office,Gedung Cyber,Estiawan Budiyanto,estiawanbudiyanto609@yahoo.com,089929543442,1,1984,news,"Jalan Surapati No. 6, Jakarta Barat, 94001"
610,iPhone 12,iOS,551,8.5,2927,92,1901,51,Male,5,Transportation,Stasiun Boulevard Selatan,Maryadi Wulandari,maryadiwulandari610@aol.com,083303544851,1,1973,other,"Gg. Suniaraja No. 863, Jakarta Utara, 63889"
611,iPhone 12,iOS,507,9.6,2606,95,1543,48,Male,5,Cafe,Kopi Bojo Plaza Kuningan,Puti Ika Permadi,putiikapermadi611@gmail.com,085538090003,9,1976,other,"Gg. Pasirkoja No. 3, Depok, 26493"
612,Xiaomi Mi 11,Android,57,1.3,489,16,131,37,Male,1,Cafe,Ruuaang Kopi,Purwadi Astuti,purwadiastuti612@gmail.com,082278837124,13,1987,sosmed,"Jl. Rumah Sakit No. 27, Tangerang, 86735"
613,Xiaomi Mi 11,Android,553,10.2,2911,82,2441,44,Male,5,Restaurant,Warung Tekko Artha Gading,"Anita Wijayanti, S.Sos",anitawijayantis.sos613@gmail.com,088366081741,6,1980,other,"Gang Jakarta No. 6, Jakarta Selatan, 30871"
614,Google Pixel 5,Android,49,1.1,395,16,153,46,Female,1,Restaurant,Sambalado,Ghaliyati Maulana,ghaliyatimaulana614@outlook.com,082278858093,15,1978,sosmed,"Jl. Wonoayu No. 042, Jakarta Utara, 12471"
615,Samsung Galaxy S21,Android,106,4.0,1158,23,493,18,Male,2,Cafe,8TH Brew Coffee Shop,Adiarja Nasyidah,adiarjanasyidah615@outlook.com,089687703708,6,2006,streaming video,"Gg. Erlangga No. 11, Tangerang Selatan, 50821"
616,Google Pixel 5,Android,119,3.7,608,36,461,52,Male,2,Restaurant,Warung Tekko Kemang,Wakiman Puspasari,wakimanpuspasari616@yahoo.com,089775677006,19,1972,streaming video,"Gang M.T Haryono No. 8, Depok, 21417"
617,OnePlus 9,Android,288,5.4,1476,49,767,36,Female,3,Restaurant,Kintaro Sushi PIK,Dina Prabowo,dinaprabowo617@outlook.com,085279026743,20,1988,news,"Jl. Medokan Ayu No. 18, Jakarta Timur, 83703"
618,Google Pixel 5,Android,225,5.6,1388,55,965,36,Female,3,Cafe,Kopitok Coffee Kemang,"Dr. Estiawan Tampubolon, M.Ak",dr.estiawantampubolonm.ak618@gmail.com,088153785045,14,1988,news,"Gang Gardujati No. 8, Bekasi, 85069"
619,OnePlus 9,Android,342,7.0,1826,71,1077,26,Female,4,Education Center,SMK AL Khairiyah 2,R. Aslijan Hutapea,r.aslijanhutapea619@aol.com,087747544584,4,1998,e-commerce,"Gang Rawamangun No. 4, Jakarta Utara, 71639"
620,Samsung Galaxy S21,Android,292,4.2,1407,54,867,59,Male,3,Restaurant,Ramen Ya! Kota Kasablanka Lt.UG,Zulaikha Mulyani,zulaikhamulyani620@yahoo.com,088758746795,19,1965,news,"Gang Dipenogoro No. 395, Depok, 02779"
621,iPhone 12,iOS,218,5.0,1475,46,972,59,Female,3,Compound Space,JEC Kedoya,Gatot Prastuti,gatotprastuti621@yahoo.com,085937925896,16,1965,news,"Gg. Dr. Djunjunan No. 56, Jakarta Utara, 55143"
622,Google Pixel 5,Android,64,1.8,351,15,274,56,Male,1,Restaurant,Liberte Italian Cuisine,Irma Marbun,irmamarbun622@outlook.com,082357774549,15,1968,sosmed,"Jl. Rajawali Timur No. 82, Bekasi, 88469"
623,Xiaomi Mi 11,Android,453,7.4,2363,65,1046,41,Female,4,Office,Conclave Arteri,Syahrini Pradana,syahrinipradana623@yahoo.com,083857032611,15,1983,e-commerce,"Gg. R.E Martadinata No. 7, Jakarta Utara, 57026"
624,OnePlus 9,Android,42,1.8,417,15,284,21,Male,1,Restaurant,Warung Tekko Kalibata,Nasab Maryadi,nasabmaryadi624@gmail.com,083289685779,15,2003,sosmed,"Gang Sentot Alibasa No. 0, Jakarta Selatan, 93928"
625,Samsung Galaxy S21,Android,36,1.5,310,15,272,45,Male,1,Restaurant,Warung Tekko Artha Gading,"Salman Oktaviani, M.Kom.",salmanoktavianim.kom.625@gmail.com,089972620486,22,1979,sosmed,"Jalan KH Amin Jasuta No. 924, Depok, 01105"
626,OnePlus 9,Android,55,1.8,328,12,196,31,Female,1,Restaurant,Sliced Terogong,"R. Lintang Nuraini, S.Psi",r.lintangnurainis.psi626@outlook.com,081695086370,9,1993,sosmed,"Jalan S. Parman No. 694, Jakarta Utara, 02826"
627,iPhone 12,iOS,210,5.0,1614,53,679,55,Female,3,Cafe,Kataloji Coffee & Eatery,Tirtayasa Hidayanto,tirtayasahidayanto627@gmail.com,081390205767,11,1969,news,"Jl. Pasirkoja No. 07, Jakarta Selatan, 92251"
628,iPhone 12,iOS,227,5.2,1446,46,920,59,Male,3,Cafe,Kopitok Coffee Kemang,Drs. Harto Thamrin,drs.hartothamrin628@gmail.com,085690290633,5,1965,news,"Gg. Rumah Sakit No. 675, Jakarta Timur, 14123"
629,Xiaomi Mi 11,Android,47,1.2,437,18,234,55,Male,1,Office,Gedung Cyber,"T. Laswi Sitompul, S.E.",t.laswisitompuls.e.629@yahoo.com,088800465544,11,1969,sosmed,"Gg. Ahmad Dahlan No. 1, Bogor, 78138"
630,iPhone 12,iOS,461,6.3,1988,62,1004,21,Male,4,Cafe,Kopi Bojo Plaza Kuningan,Cahyono Mardhiyah,cahyonomardhiyah630@gmail.com,088855801081,16,2003,e-commerce,"Gg. Suryakencana No. 97, Bekasi, 11527"
631,Google Pixel 5,Android,94,3.1,1078,38,489,25,Male,2,Transportation,Koridor 13 Halte CSW,Cahyono Saputra,cahyonosaputra631@gmail.com,087857115473,9,1999,streaming video,"Jalan Abdul Muis No. 929, Jakarta Selatan, 62456"
632,Samsung Galaxy S21,Android,216,5.1,1483,54,977,45,Female,3,Restaurant,Ramen Ya! Kota Kasablanka Lt.UG,Victoria Prasasta,victoriaprasasta632@outlook.com,087811345579,16,1979,news,"Jl. Wonoayu No. 115, Bekasi, 74801"
633,iPhone 12,iOS,496,10.2,2587,84,1921,56,Female,5,Cafe,Kopi Bojo Plaza Kuningan,Jarwadi Rahmawati,jarwadirahmawati633@yahoo.com,085681674276,17,1968,other,"Gg. Ronggowarsito No. 54, Jakarta Timur, 87537"
634,OnePlus 9,Android,138,3.2,1142,31,366,29,Female,2,Cafe,Think Coffee Club,Ida Wasita,idawasita634@yahoo.com,087836416891,12,1995,streaming video,"Gang Astana Anyar No. 69, Tangerang Selatan, 15379"
635,iPhone 12,iOS,318,6.6,2055,67,1253,43,Male,4,Compound Space,Menara FIF - Kantin 2,"Uda Nababan, S.Pt",udanababans.pt635@gmail.com,082379752775,10,1981,e-commerce,"Gang Ciwastra No. 55, Bogor, 06395"
636,Samsung Galaxy S21,Android,96,3.4,1198,39,401,48,Female,2,Cafe,Kopi Takua,Lala Adriansyah,lalaadriansyah636@gmail.com,089773023689,4,1976,streaming video,"Jl. Gedebage Selatan No. 6, Tangerang Selatan, 23974"
637,OnePlus 9,Android,510,10.7,2433,90,1729,47,Male,5,Cafe,Tempat Kita Coffee,"Anastasia Mustofa, S.E.I",anastasiamustofas.e.i637@outlook.com,089944331993,23,1977,other,"Gg. K.H. Wahid Hasyim No. 06, Bekasi, 11209"
638,Xiaomi Mi 11,Android,83,1.1,546,10,289,32,Female,1,Office,Gedung Cyber,Yuliana Rahmawati,yulianarahmawati638@gmail.com,087889017353,18,1992,sosmed,"Jalan Moch. Toha No. 898, Jakarta Barat, 83602"
639,Google Pixel 5,Android,417,6.2,2074,63,1135,35,Female,4,Compound Space,Mall Taman Palem,"Cayadi Mayasari, M.M.",cayadimayasarim.m.639@gmail.com,085334072211,6,1989,e-commerce,"Gang Ir. H. Djuanda No. 2, Jakarta Timur, 17615"
640,Google Pixel 5,Android,538,9.8,2778,91,2080,35,Female,5,Compound Space,Mall Taman Palem,Gamanto Jailani,gamantojailani640@aol.com,083872201687,15,1989,other,"Gg. Ahmad Dahlan No. 14, Bekasi, 87445"
641,Samsung Galaxy S21,Android,63,1.8,321,11,271,42,Male,1,Cafe,Ali Kopi Roastery Free Wifi,"Ciaobella Andriani, S.IP",ciaobellaandrianis.ip641@aol.com,081132216529,12,1982,sosmed,"Jalan Monginsidi No. 0, Tangerang, 93145"
642,OnePlus 9,Android,50,1.4,443,16,255,26,Female,1,Cafe,Ali Kopi Roastery Free Wifi,Maimunah Haryanti,maimunahharyanti642@outlook.com,081693317201,10,1998,sosmed,"Jalan Astana Anyar No. 83, Jakarta Selatan, 86406"
643,Google Pixel 5,Android,502,8.2,2597,90,1553,27,Male,5,Compound Space,Menara FIF - Kantin 2,"R. Niyaga Anggraini, S.Kom",r.niyagaanggrainis.kom643@gmail.com,088209212344,18,1997,other,"Jl. Soekarno Hatta No. 2, Tangerang Selatan, 88782"
644,OnePlus 9,Android,105,3.3,723,35,566,46,Male,2,Cafe,Ali Kopi Roastery Free Wifi,Rina Simbolon,rinasimbolon644@gmail.com,085242040953,1,1978,streaming video,"Gang HOS. Cokroaminoto No. 8, Jakarta Pusat, 03851"
645,Google Pixel 5,Android,186,4.8,1494,53,949,20,Female,3,Cafe,Bleu Coffee and Space,"Bancar Palastri, S.Farm",bancarpalastris.farm645@outlook.com,081541184146,4,2004,news,"Jl. Soekarno Hatta No. 839, Bogor, 52804"
646,Xiaomi Mi 11,Android,174,2.9,1197,23,345,20,Female,2,Restaurant,Warung Tekko Kemang,Dalimin Fujiati,daliminfujiati646@aol.com,088490274051,16,2004,streaming video,"Gang Kutai No. 63, Tangerang, 50819"
647,Samsung Galaxy S21,Android,89,1.3,314,16,201,58,Female,1,Cafe,Think Coffee Club,Viman Widodo,vimanwidodo647@gmail.com,088740181673,16,1966,sosmed,"Jalan Peta No. 4, Tangerang Selatan, 31713"
648,iPhone 12,iOS,66,1.5,565,17,283,42,Female,1,Restaurant,Sambalado,Ir. Ika Maryati,ir.ikamaryati648@yahoo.com,081757481140,13,1982,sosmed,"Gang Rungkut Industri No. 01, Jakarta Barat, 03761"
649,iPhone 12,iOS,389,6.3,2294,76,1334,53,Male,4,Cafe,Kopi Bojo Plaza Kuningan,Aurora Siregar,aurorasiregar649@gmail.com,088975303831,22,1971,e-commerce,"Jalan Soekarno Hatta No. 62, Jakarta Pusat, 76150"
650,Xiaomi Mi 11,Android,186,5.4,1627,58,790,31,Female,3,Cafe,8TH Brew Coffee Shop,Salsabila Hidayanto,salsabilahidayanto650@yahoo.com,085199434986,13,1993,news,"Gang Wonoayu No. 482, Tangerang, 17649"
651,Google Pixel 5,Android,149,2.0,1041,39,356,49,Male,2,Office,Menara Satu,Widya Lailasari,widyalailasari651@gmail.com,083260652932,0,1975,streaming video,"Jalan Lembong No. 230, Jakarta Barat, 45779"
652,iPhone 12,iOS,69,1.7,519,10,167,51,Female,1,Restaurant,Liberte Italian Cuisine,"Ir. Yono Rajasa, S.IP",ir.yonorajasas.ip652@mail.com,085348954076,4,1973,sosmed,"Jl. Ronggowarsito No. 08, Tangerang, 20622"
653,Xiaomi Mi 11,Android,206,5.2,1632,47,694,30,Male,3,Restaurant,Ramen Ya! Kota Kasablanka Lt.UG,"Drs. Laila Suwarno, S.E.",drs.lailasuwarnos.e.653@yahoo.com,088314385630,1,1994,news,"Jl. Cihampelas No. 210, Depok, 04694"
654,Samsung Galaxy S21,Android,49,1.2,365,19,144,29,Male,1,Compound Space,Galeri Lafayette,"drg. Nadine Gunarto, S.E.",drg.nadinegunartos.e.654@gmail.com,088529507598,23,1995,sosmed,"Gg. HOS. Cokroaminoto No. 22, Jakarta Barat, 36796"
655,Google Pixel 5,Android,594,10.5,2839,91,1647,56,Male,5,Restaurant,Warung Tekko Pluit Village,"Shakila Winarno, M.Kom.",shakilawinarnom.kom.655@gmail.com,081172025253,19,1968,other,"Jl. KH Amin Jasuta No. 429, Jakarta Barat, 01024"
656,Google Pixel 5,Android,104,3.7,1028,29,493,39,Male,2,Transportation,Stasiun Senayan,Karman Hidayanto,karmanhidayanto656@mail.com,081354705174,14,1985,streaming video,"Jalan Kapten Muslihat No. 81, Jakarta Pusat, 92742"
657,Google Pixel 5,Android,262,5.6,1489,59,628,54,Female,3,Transportation,Koridor 01 Halte Monumen Nasional,Agus Pudjiastuti,aguspudjiastuti657@yahoo.com,085192173230,6,1970,news,"Gang Stasiun Wonokromo No. 840, Jakarta Timur, 84475"
